author,commits,added,deleted,files,bugfix_commits,avg_files_per_commit,avg_lines_per_commit,weekend_rate,experience,score,tier,salary_adjustment
" Aaron Hall, MBA",2,0,0,0,0,0.0,0.0,0.0,1,0.00016304347826086955,3,0.08
 Daiana Marasquin,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Yao Long,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Jesse Roberts,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Vik,2,0,0,0,2,0.0,0.0,0.0,1,-0.00052899804423048,6,-0.1
 wim glenn,3,0,0,0,0,0.0,0.0,0.0,2,0.0003260869565217391,3,0.08
 Hampus Dunström,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Filipe Filardi,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Nick Pope,2,20,4,0,0,0.0,12.0,0.0,1,0.0016348677370298292,3,0.08
 fphonor,1,30,6,0,0,0.0,36.0,0.0,0,0.004372932859685115,3,0.08
 zcchen,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Josh Holland,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Fadhel_Chaabane,2,61,4,0,0,0.0,32.5,0.0,1,0.0041589238267684256,3,0.08
 Nickatak,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Andy Craze,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Camilo,2,0,0,0,1,0.0,0.0,0.0,1,-0.00018297728298480523,6,-0.1
 Harry Moreno,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Vladimir Kroz,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Ngalim Siregar,2,3,4,0,0,0.0,3.5,1.0,1,0.0505883078949431,1,0.15
 Per Mortensen,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 domandinho,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 hugovk,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Roy Crihfield,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Bogdan Alexandru Marginean,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Radoslav Gerganov,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Mrn Om,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Caratpine,1,13,0,0,0,0.0,13.0,1.0,0,0.051582186971086755,1,0.15
 Henry Chladil,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 ImgBotApp,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Jaap Broekhuizen,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Brett Johnson,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Alejandro Mantecon Guillen,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Arie Marie 'Thomas' Dalleis,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Chuan Ma,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Brennan Vincello,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 hallazzang,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Igor Kasianov,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 asmith26,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Bijan Vakili,1,56,3,0,0,0.0,59.0,0.0,0,0.007176440723270007,2,0.12
 William Horton,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 John Moutafis,2,0,0,0,0,0.0,0.0,0.0,1,0.00016304347826086955,3,0.08
 trirpi,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Eugene M. Kim,8,30,25,0,1,0.0,6.88,0.0,7,0.0016654097100987273,3,0.08
 Tony Narlock,3,0,0,0,0,0.0,0.0,0.0,2,0.0003260869565217391,3,0.08
 grahamlutz,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 tristan fisher,2,0,0,0,1,0.0,0.0,0.0,1,-0.00018297728298480523,6,-0.1
 Grant Wu,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Junior Báez,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Kenneth Reitz,116,4,19,0,32,0.0,0.2,0.15,115,0.015207065367593881,2,0.12
 Lowell Abbott,6,0,0,0,2,0.0,0.0,0.0,5,0.00012317586881299821,4,0
 Hendrik Makait,6,265,102,0,0,0.0,61.17,0.0,5,0.008549045997218403,2,0.12
 Zeb Palmer,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Dave,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Nina Zakharenko,1,36,5,0,0,0.0,41.0,0.0,0,0.0049828843073238226,3,0.08
 Christian Stade-Schuldt,2,1233,1261,0,0,0.0,1247.0,0.0,1,0.15191143405141533,1,0.15
 Dave Morse,1,103,85,0,0,0.0,188.0,0.0,0,0.022760327971954448,2,0.12
 Rene A. Zelaya,3,0,0,0,0,0.0,0.0,0.0,2,0.0003260869565217391,3,0.08
 Randy Liou,8,0,0,0,1,0.0,0.0,0.0,7,0.0007952835865804122,3,0.08
 Mark Shannon,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 bovarysme,2,27,30,0,2,0.0,28.5,0.0,1,0.0029375156273209273,3,0.08
 kaveh,1,41,0,0,0,0.0,41.0,0.0,0,0.00498997429342745,3,0.08
 Levi Roth,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 cerickson,4,138,88,0,0,0.0,56.5,0.0,3,0.007481125197994926,2,0.12
 Florian Sachs,1,34,2,0,0,0.0,36.0,1.0,0,0.05437860484856802,1,0.15
 Christopher Sorenson,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 MikeTheReader,4,0,0,0,2,0.0,0.0,0.0,3,-0.00020291108770874094,6,-0.1
 Andrey Kislyuk,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Neil Grey,3,120,111,0,2,0.0,77.0,0.0,2,0.009066434450958501,2,0.12
 Tully Rankin,7,0,0,0,2,0.0,0.0,0.0,6,0.0002862193470738677,3,0.08
 Anton Sarukhanov,6,49,10,0,1,0.0,9.83,0.17,5,0.01022111634471624,2,0.12
 José Oliveira,1,25,1,0,0,0.0,26.0,1.0,0,0.05316295594495278,1,0.15
 Xephyr826,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 wangbing,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Benjamin Liebald,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 rocambolesque,1,4,0,0,0,0.0,4.0,0.0,0,0.00048682676033438534,3,0.08
 Sobolev Nikita,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 accraze,2,0,0,0,1,0.0,0.0,0.0,1,-0.00018297728298480523,6,-0.1
 ka7,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Antonio Larrosa,4,10,9,0,0,0.0,4.75,0.0,3,0.0010746816980884998,3,0.08
 asilversempirical,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Adam Geitgey,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Kyle Lawlor,8,591,268,0,3,0.0,107.38,0.5,7,0.03885787826115288,2,0.12
 Diggory Blake,4,58,0,0,0,0.0,14.5,0.0,3,0.0023155603200963127,3,0.08
 Ed Brannin,2,0,0,0,1,0.0,0.0,0.0,1,-0.00018297728298480523,6,-0.1
 Runar Trollet Kristoffersen,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Larivact,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Sven-Hendrik Haase,11,0,0,0,1,0.0,0.0,0.0,10,0.0012844140213630207,3,0.08
 Jan Ferko,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 John Bodley,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Ben,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Static,1,8,8,0,1,0.0,16.0,0.0,0,0.001589942302326063,3,0.08
 Elton Law,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Sebastian Kalinowski,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Sergio Díaz Sánchez,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Josh Rowe,1,109,44,0,0,0.0,153.0,0.0,0,0.01855873170507832,2,0.12
 Timothy John Perisho Eccleston,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Nick Ficano,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 vojtekb,1,10,10,0,0,0.0,20.0,0.0,0,0.002419953829464672,3,0.08
 Swan Htet Aung,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Raphael Deem,2,0,0,0,0,0.0,0.0,0.0,1,0.00016304347826086955,3,0.08
 Kim Blomqvist,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Dennis Chen,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Andrew Arendt,3,9,5,0,1,0.0,4.67,0.0,2,0.0005545763659322003,3,0.08
 Bryce Guinta,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 wgwz,5,32,0,0,1,0.0,6.4,0.6,4,0.03112137669718339,2,0.12
 Paul Brown,2,18,4,0,0,0.0,11.0,0.0,1,0.0015117430497255074,3,0.08
 Gábor Lipták,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Jiri Kuncar,1,10,1,0,0,0.0,11.0,0.0,0,0.0013373555936988342,3,0.08
 Hopsken,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 ezramorris,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Jannis Leidel,2,149,1,0,0,0.0,75.0,0.0,1,0.009395977028864277,2,0.12
 Giles Thomas,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Alex Kahan,2,9,2,0,0,0.0,5.5,0.0,1,0.0008373932639931885,3,0.08
 Tery Lim,2,0,0,0,1,0.0,0.0,0.0,1,-0.00018297728298480523,6,-0.1
 Shandy Brown,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Clenimar Filemon,2,5,5,0,0,0.0,5.0,0.0,1,0.0007715769286788512,3,0.08
 Philippe Ombredanne,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Martijn Pieters,3,45,8,0,1,0.0,17.67,0.0,2,0.0021693772730956382,3,0.08
 Ionuț Ciocîrlan,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Cody,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Michael Recachinas,2,56,5,0,0,0.0,30.5,0.5,1,0.028911256454939055,2,0.12
 Geoffrey Bauduin,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Hassam,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Joël Charles,1,93,9,0,0,0.0,102.0,0.0,0,0.012401320413540298,2,0.12
 小明,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Benjamin Dopplinger,2,0,0,0,2,0.0,0.0,0.0,1,-0.00052899804423048,6,-0.1
 Bruno Thalmann,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Pablo Marti,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Akbar Ibrahim,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Afonso Queirós,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Roman,1,7,3,0,1,0.0,10.0,0.0,0,0.0008667921479281122,3,0.08
 PHeanEX,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Josh Soref,1,5,5,0,0,0.0,10.0,0.0,0,0.001209976914732336,3,0.08
 dawran6,2,0,0,0,0,0.0,0.0,0.5,1,0.02516304347826087,2,0.12
 sanderl-mediamonks,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Nathan Land,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Zev Averbach,3,0,0,0,2,0.0,0.0,0.33,2,0.01613404543403039,2,0.12
 SaturnR,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 teichopsia-,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Adam Byrtek,13,159,41,0,0,0.0,15.38,0.23,12,0.015532023393456737,2,0.12
 Nate Prewitt,1,9,1,0,0,0.0,10.0,0.0,0,0.001215648903615238,3,0.08
 Auke Willem Oosterhoff,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 ahmedakef,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Ioan Vancea,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Shakib Hossain,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Hyunchel Kim,4,0,0,0,0,0.0,0.0,0.25,3,0.012989130434782609,2,0.12
 Olexander Yermakov,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 John Still,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Antoine Catton,1,47,1,0,0,0.0,48.0,0.0,0,0.0058405031267918985,2,0.12
 georgschoelly,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Kiss György,3,59,1,0,2,0.0,20.0,1.0,2,0.05212348112731061,1,0.15
 Ameya Pandilwar,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Sudheer Satyanarayana,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Baptiste Fontaine,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 dcfix,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Archie Roller,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Leo Tindall,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Dave Barker,3,0,0,0,2,0.0,0.0,0.0,2,-0.00036595456596961047,6,-0.1
 RamiC,5,61,10,0,1,0.0,14.2,0.2,4,0.012100750420914824,2,0.12
 avborhanian,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Ryan Backman,2,0,0,0,0,0.0,0.0,0.0,1,0.00016304347826086955,3,0.08
 alatar-,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Ping Hu,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Shawn McElroy,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Prachi Shirish Khadke,2,22,4,0,1,0.0,13.0,0.0,1,0.0014119716630884762,3,0.08
 Giampaolo Eusebi,2,20,14,0,0,0.0,17.0,1.0,1,0.052236311201344185,1,0.15
 Josh,1,21,0,0,0,0.0,21.0,0.0,0,0.002555840491755523,3,0.08
 Josiah Philipsen,1,11,4,0,0,0.0,15.0,0.0,0,0.0018199283623710433,3,0.08
 jphilipsen05,2,11,4,0,1,0.0,7.5,0.0,1,0.0007347858829147064,3,0.08
 James Farrington,2,23,2,0,1,0.0,12.5,0.0,1,0.001353245313877766,3,0.08
 Dan Sully,1,14,50,0,1,0.0,64.0,0.0,0,0.007372307543068219,2,0.12
 wldtyp,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Jason Brazeal,1,9,3,0,0,0.0,12.0,0.0,0,0.0014562262893409797,3,0.08
 Emily Manders,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Frédéric Chapoton,2,5,3,0,0,0.0,4.0,0.0,1,0.0006512882358159803,3,0.08
 Yoav Ram,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Ionuț Arțăriși,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Adam Chainz,1,6,6,0,0,0.0,12.0,1.0,0,0.051451972297678804,1,0.15
 dataforger,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Thomas Sanjurjo,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Ronny Pfannschmidt,3,0,0,0,1,0.0,0.0,0.33,2,0.016480066195276068,2,0.12
 Stefan Wójcik,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Corey Goldberg,2,0,0,0,0,0.0,0.0,0.0,1,0.00016304347826086955,3,0.08
 Daniel Quinn,2,0,0,0,2,0.0,0.0,0.0,1,-0.00052899804423048,6,-0.1
 Steven Loria,1,16,1,0,0,0.0,17.0,0.0,0,0.0020675957342004125,3,0.08
 Winston Kouch,3,0,0,0,0,0.0,0.0,0.0,2,0.0003260869565217391,3,0.08
 Keyan Pishdadian,36,332,444,0,11,0.0,21.56,0.11,35,0.010464492660832356,2,0.12
 Stéphane Raimbault,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Steffen Prince,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 José Carlos García,1,18,18,0,0,0.0,36.0,1.0,0,0.05435591689303641,1,0.15
 David Hou,1,15,3,0,0,0.0,18.0,1.0,0,0.05218646642984256,1,0.15
 Shipeng Feng,2,4,4,0,2,0.0,4.0,1.0,1,0.04995782871610391,1,0.15
 bagratte,1,32,37,0,0,0.0,69.0,1.0,0,0.05834529571860131,1,0.15
 lord63,18,7,3,0,8,0.0,0.56,0.44,17,0.02208086068901767,2,0.12
 gunbei,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Austen D'Souza,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 whiteUnicorn,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Ethan Rogers,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Gaëtan Petit,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Reuven,1,39,84,0,0,0.0,123.0,0.0,0,0.014850811113741412,2,0.12
 Brian Welch,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Eric Dill,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Prayag Verma,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 nivm,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Aviv Cohn,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 AvivC,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Dougal Matthews,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Redian Ibra,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Redian,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Ivan Velichko,1,52,5,0,0,0.0,57.0,0.0,0,0.006930191348661364,2,0.12
 Daniel Thul,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Eric Yang,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 wodim,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Abhijeet Kasurde,4,0,0,0,0,0.0,0.0,0.75,3,0.037989130434782616,2,0.12
 Michael Klich,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Timo Furrer,2,40,8,0,0,0.0,24.0,1.0,1,0.05310669199579879,1,0.15
 hidavy,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Nadav Geva,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Jimmy McCarthy,5,45,2,0,0,0.0,9.4,0.0,4,0.0018466975008871096,3,0.08
 msiyaj,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Jonas Gröger,2,0,0,0,1,0.0,0.0,1.0,1,0.0498170227170152,1,0.15
 Mathias J. Hennig,2,0,0,0,0,0.0,0.0,0.0,1,0.00016304347826086955,3,0.08
 lobeck,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Christian Becker,2,14,2,0,0,0.0,8.0,0.0,1,0.001145204982253993,3,0.08
 Wayne Ye,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Aayush Kasurde,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Alan Hamlett,2,41,5,0,0,0.0,23.0,0.0,1,0.0029878213001566433,3,0.08
 Alexander Pantyukhin,8,81,43,0,3,0.0,15.5,0.0,7,0.002082574578342323,3,0.08
 Menghan,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 GunWoo Choi,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Vincent Driessen,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Daniel Neuhäuser,70,515,367,0,11,0.0,12.6,0.39,69,0.02918967772504336,2,0.12
 Andrew,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Joshua Carp,1,30,1,0,0,0.0,31.0,0.0,0,0.003771489395370761,3,0.08
 Wang Haowei,2,0,0,0,2,0.0,0.0,0.0,1,-0.00052899804423048,6,-0.1
 Justin Poehnelt,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Jon Banafato,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Nick Janetakis,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Shuhrat Dehkanov,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Matthias Bussonnier,1,4,4,0,0,0.0,8.0,0.0,0,0.000967981531785869,3,0.08
 Ford Hurley,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 ning.xie,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Phil Schaf,12,230,79,0,1,0.0,25.75,0.75,11,0.04237103070160968,2,0.12
 Alex Chan,1,6,6,0,1,0.0,12.0,0.0,0,0.0011059515364331286,3,0.08
 Brandon Sandrowicz,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Charles Chan,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Torstein Krause Johansen,2,0,0,0,1,0.0,0.0,0.0,1,-0.00018297728298480523,6,-0.1
 Caleb Bron,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Idris Raja,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Edward Z. Yang,1,0,0,0,0,0.0,0.0,1.0,0,0.05,1,0.15
 Chris Rebert,6,0,0,0,2,0.0,0.0,0.0,5,0.00012317586881299821,4,0
 Philip House,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Christopher Bunn,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Ben Jones,1,24,3,0,0,0.0,27.0,0.0,0,0.0032818266405949246,3,0.08
 Bruce Sutherland,4,0,0,0,0,0.0,0.0,0.0,3,0.0004891304347826086,3,0.08
 Carlos Eduardo Rivera,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Brett Gerry,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Sourya Vatsyayan,3,196,7,0,0,0.0,67.67,1.0,2,0.0587439502578144,1,0.15
 Parkayun,1,48,48,0,0,0.0,96.0,0.0,0,0.011615778381430427,2,0.12
 Sateesh,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Nic Young,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Michael Hall,1,13,1,0,1,0.0,14.0,0.0,0,0.0013564549027039485,3,0.08
 INADA Naoki,8,0,0,0,1,0.0,0.0,0.25,7,0.013295283586580412,2,0.12
 Jonathan Como,2,0,0,0,0,0.0,0.0,0.0,1,0.00016304347826086955,3,0.08
 Kevin Yap,2,101,99,0,1,0.0,100.0,0.0,1,0.011989109722595554,2,0.12
 Prakash Pandey,1,0,0,0,1,0.0,0.0,0.0,0,-0.0003460207612456748,6,-0.1
 Marc Abramowitz,3,17,8,0,1,0.0,8.33,1.0,2,0.05100617695957611,1,0.15
 pkuphy,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 David Cole,1,0,0,0,1,0.0,0.0,1.0,0,0.04965397923875433,1,0.15
 Mieszko,6,0,0,0,1,0.0,0.0,0.17,5,0.008969196630058674,2,0.12
 defuz,24,496,444,0,4,0.0,39.17,0.04,23,0.009780951675935776,2,0.12
 flowerhack,1,0,0,0,0,0.0,0.0,0.0,0,0.0,4,0
 Ivan Ivaschenko,2,0,0,0,1,0.0,0.0,1.0,1,0.0498170227170152,1,0.15
 Petr Zemek,12,18,20,0,2,0.0,3.17,0.0,11,0.0015082758447265744,3,0.08
